2PA,2PM,Age,All TD,FGA,FGM,Fbl TD,GS,Games,Int TD,Kr Td,Number of Records,Oth TD,Pr Td,Player,Position,Pts/G,Pts,Rec TD,Rsh TD,Salary,Sfty,Team,XPA,XPM
,,29,4,,,,16,16,,,1,,,Kirk Cousins,QB,1.5,24,,4,22500000,,MIN,,
,,,,,,,,,,,1,,,Demarcus Lawrence,DE,,,,,17143000,,DAL,,
,,,,,,,,,,,1,,,Ezekiel Ansah,DE,,,,,17143000,,DET,,
,,29,3,,,,16,16,,,1,,,Russell Wilson,QB,1.1,18,,3,15500000,,SEA,,
,,31,1,,,1,16,16,,,1,,,Calais Campbell,DE,0.4,6,,,15000000,,JAX,,
,,28,1,,,1,15,15,,,1,,,Justin Houston,LB,0.4,6,,,14750000,,KAN,,
,1,28,6,,,,16,16,,,1,,,Cam Newton,QB,2.4,38,,6,14500000,,CAR,,
,,,,,,,,,,,1,,,Ndamukong Suh,DT,,,,,14000000,,LAR,,
,,,,,,,,,,,1,,,Terrence Brooks,FS,,,,,14000000,,NYJ,,
,,,,,,,,,,,1,,,Andy Dalton,QB,,,,,13700000,,CIN,,
,,,,,,,,,,,1,,,Malik Jackson,DT,,,,,13500000,,JAX,,
,,,,,,,,,,,1,,,Josh Norman,CB,,,,,13300000,,WAS,,
,,,,,,,,,,,1,,,A.J. Bouye,CB,,,,,13000000,,JAX,,
,,33,1,,,,15,15,,,1,,,Alex Smith,QB,0.4,6,,1,13000000,,WAS,,
,,,,,,,,,,,1,,,Olivier Vernon,DE,,,,,12750000,,NYG,,
,,25,13,,,,15,15,,,1,,,DeAndre Hopkins,WR,5.2,78,13,,12500000,,HOU,,
,,,,,,,,,,,1,,,Kawann Short,DT,,,,,12500000,,CAR,,
,,,,,,,,,,,1,,,Chandler Jones,DE,,,,,12500000,,ARI,,
,,,,,,,,,,,1,,,Anthony Barr,OLB,,,,,12306000,,MIN,,
,,24,1,,,1,16,16,,,1,,,Jadeveon Clowney,DE,0.4,6,,,12306000,,HOU,,
,,,,,,,,,,,1,,,Gerald McCoy,DT,,,,,12250000,,TAM,,
,,32,1,,,,16,16,,,1,,,Joe Flacco,QB,0.4,6,,1,12000000,,BAL,,
,,,,,,,,,,,1,,,Ben Roethlisberger,QB,,,,,12000000,,PIT,,
,,,,,,,,,,,1,,,Andrew Luck,QB,,,,,12000000,,IND,,
,,,,,,,,,,,1,,,Russell Okung,T,,,,,12000000,,LAC,,
,,27,1,,,1,14,14,,,1,,,Fletcher Cox,DT,0.4,6,,,11500000,,PHI,,
,,27,1,,,,12,12,1,,1,,,Lamarcus Joyner,CB,0.5,6,,,11287000,,LAR,,
,,,,,,,,,,,1,,,Jason Pierre-Paul,DE,,,,,11250000,,TAM,,
,,28,1,,,1,16,16,,,1,,,Melvin Ingram,DE,0.4,6,,,11250000,,LAC,,
,,,,,,,,,,,1,,,Eric Fisher,OT,,,,,11150000,,KAN,,
,,28,4,,,,16,16,,,1,,,T.Y. Hilton,WR,1.5,24,4,,11000000,,IND,,
,,,,,,,,,,,1,,,J.J. Watt,DE,,,,,11000000,,HOU,,
,,,,,,,,,,,1,,,Patrick Peterson,CB,,,,,11000000,,ARI,,
,,31,1,,,,15,15,1,,1,,,Aqib Talib,DB,0.4,6,,,11000000,,LAR,,
,,31,3,,,,13,14,,,1,,,DeSean Jackson,WR,1.3,18,3,,11000000,,TAM,,
,1,34,6,,,,16,16,,,1,,,Larry Fitzgerald,WR,2.4,38,6,,11000000,,ARI,,
,,,,,,,,,,,1,,,Jamie Collins,OLB,,,,,10650000,,CLE,,
,,,,,,,,,,,1,,,Jurrell Casey,DL,,,,,10600000,,TEN,,
,,29,8,,,,16,16,,,1,,,A.J. Green,WR,3,48,8,,10550000,,CIN,,
,,,,,,,,,,,1,,,Clay Matthews,LB,,,,,10400000,,GNB,,
,,,,,,,,,,,1,,,Xavier Rhodes,CB,,,,,10400000,,MIN,,
,,,,,,,,,,,1,,,Robert Quinn,DE,,,,,10333301,,MIA,,
,,,,,,,,,,,1,,,Terron Armstead,OT,,,,,10200000,,NOR,,
,,38,2,,,,16,16,,,1,,,Drew Brees,QB,0.8,12,,2,10200000,,NOR,,
,,,,,,,,,,,1,,,Tyron Smith,OT,,,,,10000000,,DAL,,
,,,,,,,,,,,1,,,Kevin Zeitler,G,,,,,10000000,,CLE,,
,,28,4,,,,14,15,,,1,,,Tyrod Taylor,QB,1.6,24,,4,10000000,,CLE,,
,,27,1,,,1,16,16,,,1,,,Bobby Wagner,ILB,0.5,8,,,10000000,1,SEA,,
,,,,,,,,,,,1,,,Philip Rivers,QB,,,,,10000000,,LAC,,
,,,,,,,,,,,1,,,Logan Ryan,CB,,,,,10000000,,TEN,,
,,,,,,,,,,,1,,,Marcell Dareus,DT,,,,,9925000,,JAX,,
,,,,,,,,,,,1,,,Trent Williams,T,,,,,9850000,,WAS,,
,,,,,,,,,,,1,,,Kelechi Osemele,T,,,,,9700000,,OAK,,
,1,29,,,,,16,16,,,1,,,Matthew Stafford,QB,0.1,2,,,9500000,,DET,,
,,,,,,,,,,,1,,,Ja'Wuan James,OT,,,,,9341000,,MIA,,
,,,,,,,,,,,1,,,Cordy Glenn,T,,,,,9250000,,CIN,,
,,,,,,,,,,,1,,,Riley Reiff,OT,,,,,9100000,,MIN,,
,,,,,,,,,,,1,,,Robert Alford,CB,,,,,9000000,,ATL,,
,,28,3,,,,16,16,,,1,,,Julio Jones,WR,1.1,18,3,,9000000,,ATL,,
,,,,,,,,,,,1,,,Joe Haden,DB,,,,,9000000,,PIT,,
,,,,,,,,,,,1,,,Brandon Linder,OG,,,,,9000000,,JAX,,
,,29,1,,,,16,16,1,,1,,,Ryan Kerrigan,DE,0.4,6,,,9000000,,WAS,,
,,27,1,,,1,13,13,,,1,,,Lavonte David,OLB,0.5,6,,,8750000,,TAM,,
,,,,,,,,,,,1,,,Dee Ford,DE,,,,,8718000,,KAN,,
,,25,1,,,,16,16,1,,1,,,C.J. Mosley,ILB,0.4,6,,,8718000,,BAL,,
,,,,,,,,,,,1,,,Deone Bucannon,SS,,,,,8718000,,ARI,,
,,28,1,,,,16,16,1,,1,,,Cameron Jordan,DE,0.4,6,,,8650000,,NOR,,
,1,27,4,,,,14,15,,,1,,,Randall Cobb,WR,1.7,26,4,,8600000,,GNB,,
,,26,1,,,,6,16,1,,1,,,Darqueze Dennard,CB,0.4,6,,,8526000,,CIN,,
,,,,,,,,,,,1,,,Bradley Roby,CB,,,,,8526000,,DEN,,
,,,,,,,,,,,1,,,Jimmie Ward,SS,,,,,8526000,,SFO,,
,,28,1,,,,14,14,1,,1,,,Earl Thomas,DB,0.4,6,,,8500000,,SEA,,
,,27,1,,,1,15,15,,,1,,,Desmond Trufant,CB,0.4,6,,,8500000,,ATL,,
,,30,5,,,,16,16,,,1,,,Demaryius Thomas,WR,1.9,30,5,,8500000,,2TM,,
,,,,,,,,,,,1,,,Stephon Gilmore,CB,,,,,8500000,,NWE,,
,,,,,,,,,,,1,,,Alex Mack,C,,,,,8500000,,ATL,,
,,26,3,,,,14,14,,,1,,,Kelvin Benjamin,WR,1.3,18,3,,8459000,,BUF,,
,1,24,5,,,,15,15,,,1,,,Mike Evans,WR,2.1,32,5,,8258000,,TAM,,
,,27,2,,,,5,6,,,1,,,Jordan Reed,TE,2,12,2,,8250000,,WAS,,
,,30,2,,,,11,12,,,1,,,Emmanuel Sanders,WR,1,12,2,,8250000,,DEN,,
,1,29,8,,,,16,16,,,1,,,Doug Baldwin,WR,3.1,50,8,,8250000,,SEA,,
,,,,,,,,,,,1,,,Joe Staley,T,,,,,8025000,,SFO,,
,,29,1,,,,14,15,,,1,,,Case Keenum,QB,0.4,6,,1,8000000,,DEN,,
,,,,,,,,,,,1,,,Cameron Wake,LB,,,,,8000000,,MIA,,
,1,28,8,,,,14,14,,,1,,,Rob Gronkowski,TE,3.6,50,8,,8000000,,NWE,,
,,,,,,,,,,,1,,,Kelvin Beachum,T,,,,,8000000,,NYJ,,
,,,,,,,,,,,1,,,Derek Wolfe,DT,,,,,8000000,,DEN,,
,,,,,,,,,,,1,,,T.J. Lang,T,,,,,8000000,,DET,,
,,,,,,,,,,,1,,,Geno Atkins,DT,,,,,8000000,,CIN,,
,,,,,,,,,,,1,,,Buster Skrine,DB,,,,,8000000,,NYJ,,
,,25,6,,,,16,16,,,1,,,Kenny Stills,WR,2.3,36,6,,7975000,,MIA,,
,,,,,,,,,,,1,,,Jonotthan Harrison,C,,,,,7900000,,NYJ,,
,,,,,,,,,,,1,,,Andre Branch,DE,,,,,7900000,,MIA,,
,,,,,,,,,,,1,,,Kiko Alonso,ILB,,,,,7875000,,MIA,,
,,,,,,,,,,,1,,,Damon Harrison,DT,,,,,7750000,,2TM,,
,,,,,,,,,,,1,,,Harrison Smith,FS,,,,,7650000,,MIN,,
,,,,,,,,,,,1,,,Ronald Leary,G,,,,,7650000,,DEN,,
,,,,,,,,,,,1,,,Devin McCourty,DB,,,,,7500000,,NWE,,
,,25,7,,,1,15,16,,,1,,,Keenan Allen,WR,2.6,42,6,,7500000,,LAC,,
,,,,,,,,,,,1,,,Derek Carr,QB,,,,,7400000,,OAK,,
,,,,,,,,,,,1,,,Chris Harris,CB,,,,,7400000,,DEN,,
,,,,,,,,,,,1,,,Brian Orakpo,LB,,,,,7250000,,TEN,,
,,,,,,,,,,,1,,,K.J. Wright,LB,,,,,7200000,,SEA,,
,,,,,,,,,,,1,,,Maurkice Pouncey,C,,,,,7000000,,PIT,,
,,29,5,,,,12,16,,,1,,,Golden Tate,WR,1.9,30,5,,7000000,,2TM,,
,,,,,,,,,,,1,,,Marshal Yanda,T,,,,,7000000,,BAL,,
,,29,1,,,1,15,15,,,1,,,Brandon Graham,DE,0.4,6,,,7000000,,PHI,,
,,,,,,,,,,,1,,,Brian Winters,OG,,,,,7000000,,NYJ,,
,,27,9,,,,16,16,,,1,,,Marvin Jones,WR,3.4,54,9,,7000000,,DET,,
,,,,,,,,,,,1,,,Khalil Mack,OLB,,,,,7000000,,CHI,,
,,,,,,,,,,,1,,,Jabaal Sheard,DL,,,,,7000000,,IND,,
,,,,,,,,,,,1,,,Sean Lee,LB,,,,,7000000,,DAL,,
,,29,2,,,1,12,12,1,,1,,,Jimmy Smith,CB,1,12,,,6882353,,BAL,,
,,28,8,,,,15,15,,,1,,,Travis Kelce,TE,3.2,48,8,,6800000,,KAN,,
,,,,,,,,,,,1,,,Jason Peters,T,,,,,6750000,,PHI,,
,,,,,,,,,,,1,,,Pierre Garcon,WR,,,,,6625000,,SFO,,
,,,,,,,,,,,1,,,Mike Daniels,DT,,,,,6600000,,GNB,,
,,,,,,,,,,,1,,,William Gholston,DE,,,,,6500000,,TAM,,
,,,,,,,,,,,1,,,Kareem Jackson,DB,,,,,6500000,,HOU,,
,,32,1,,,,16,16,1,,1,,,Eric Weddle,DB,0.4,6,,,6500000,,BAL,,
,,,,,,,,,,,1,,,Jordan Jenkins,OLB,,,,,6500000,,NYJ,,
,,,,,,,,,,,1,,,Derrick Morgan,DE,,,,,6500000,,TEN,,
,,,,,,,,,,,1,,,Jared Veldheer,T,,,,,6500000,,DEN,,
,,,,,,,,,,,1,,,Mark Barron,LB,,,,,6499999,,LAR,,
,,29,2,,,,8,9,2,,1,,,Janoris Jenkins,CB,1.3,12,,,6400000,,NYG,,
,1,22,14,,,,3,16,,1,1,,,Alvin Kamara,RB,5.4,86,5,8,6350000,,NOR,,
,,,,,,,,,,,1,,,Jerry Hughes,DE,,,,,6350000,,BUF,,
,,,,,,,,,,,1,,,Duane Brown,G,,,,,6250000,,SEA,,
,,,,,,,,,,,1,,,Mario Addison,DE,,,,,6250000,,CAR,,
,,26,1,,,,5,6,,,1,,,Jimmy Garoppolo,QB,1,6,,1,6200000,,SFO,,
,,28,5,,,,15,15,,,1,,,Mohamed Sanu,WR,2,30,5,,6125000,,ATL,,
,,29,8,,,,16,16,,,1,,,LeSean McCoy,RB,3,48,2,6,6075000,,BUF,,
,,28,8,,,,16,16,,,1,,,Kyle Rudolph,TE,3,48,8,,6025000,,MIN,,
,,,,,,,,,,,1,,,Jason Kelce,OL,,,,,6000000,,PHI,,
,,,,,,,,,,,1,,,Anthony Castonzo,OL,,,,,6000000,,IND,,
,,,,,,,,,,,1,,,Rodney McLeod,S,,,,,6000000,,PHI,,
,,26,1,,,,14,14,,,1,,,Dion Sims,TE,0.4,6,1,,6000000,,CHI,,
,,27,1,,,,15,16,1,,1,,,Trumaine Johnson,CB,0.4,6,,,6000000,,NYJ,,
,,,,,,,,,,,1,,,Matt Ryan,QB,,,,,6000000,,ATL,,
,,,,,,,,,,,1,,,Tyrone Crawford,DE,,,,,6000000,,DAL,,
,,,,,,,,,,,1,,,Ha Ha Clinton-Dix,FS,,,,,5957000,,2TM,,
,,,,,,,,,,,1,,,Nate Solder,T,,,,,5900000,,NYG,,
,,,,,,,,,,,1,,,Bryan Bulaga,T,,,,,5850000,,GNB,,
,,,,,,,,,,,1,,,Danny Trevathan,OLB,,,,,5800000,,CHI,,
,,,,,,,,,,,1,,,Jourdan Lewis,CB,,,,,5800000,,DAL,,
,,,,,,,,,,,1,,,Sheldon Richardson,DT,,,,,5800000,,MIN,,
,,,,,,,,,,,1,,,Dont'a Hightower,ILB,,,,,5750000,,NWE,,
,,,,,,,,,,,1,,,Tashaun Gipson,DB,,,,,5750000,,JAX,,
,,28,5,,,,3,16,,,1,,1,Travis Benjamin,WR,1.9,30,4,,5750000,,LAC,,
,,,,,,,,,,,1,,,Mitchell Schwartz,T,,,,,5700000,,KAN,,
,,24,2,,,,8,12,,,1,,,Donte Moncrief,WR,1,12,2,,5600000,,JAX,,
,,,,,,,,,,,1,,,Joel Bitonio,OT,,,,,5500000,,CLE,,
,,,,,,,,,,,1,,,Jake Matthews,OT,,,,,5500000,,ATL,,
,,,,,,,,,,,1,,,Allen Bailey,DL,,,,,5400000,,KAN,,
,,,,,,,,,,,1,,,Rodger Saffold,T,,,,,5375000,,LAR,,
,,,,,,,,,,,1,,,Michael Brockers,DT,,,,,5250000,,LAR,,
,,29,2,,,,14,14,,,1,,,Jermaine Gresham,TE,0.9,12,2,,5250000,,ARI,,
,,28,1,,,1,16,16,,,1,,,Brandon Marshall,OLB,0.4,6,,,5000000,,DEN,,
,,38,5,,,,13,13,,,1,,,Josh McCown,QB,2.3,30,,5,5000000,,NYJ,,
,,,,,,,,,,,1,,,Sam Bradford,QB,,,,,5000000,,ARI,,
,,26,6,,,,13,16,,,1,,,Lamar Miller,RB,2.3,36,3,3,5000000,,HOU,,
,,,,,,,,,,,1,,,J.C. Tretter,OG,,,,,5000000,,CLE,,
,,25,2,,,,16,16,,,1,,,Blake Bortles,QB,0.8,12,,2,5000000,,JAX,,
,,27,5,,,,14,16,,,1,,,Jermaine Kearse,WR,1.9,30,5,,5000000,,NYJ,,
,,30,2,,,,16,16,,,1,,,Jared Cook,TE,0.8,12,2,,5000000,,OAK,,
,,28,2,,,,14,16,,,1,,,Torrey Smith,WR,0.8,12,2,,5000000,,CAR,,
,,,,,,,,,,,1,,,Spencer Long,OG,,,,,5000000,,NYJ,,
,,,,,,,,,,,1,,,Mike Pouncey,OL,,,,,5000000,,LAC,,
,,,,,,,,,,,1,,,Mike Iupati,G,,,,,5000000,,ARI,,
,,,,,,,,,,,1,,,Ryan Schraeder,T,,,,,5000000,,ATL,,
,,,,,,,,,,,1,,,Christian Kirksey,OLB,,,,,5000000,,CLE,,
,,,,,,,,,,,1,,,Charles Leno,OG,,,,,4900000,,CHI,,
,,,,,,,,,,,1,,,Dre Kirkpatrick,CB,,,,,4750000,,CIN,,
,,,,,,,,,,,1,,,Whitney Mercilus,DE,,,,,4750000,,HOU,,
,,,,,,,,,,,1,,,Trai Turner,OG,,,,,4703000,,CAR,,
,,,,,,,,,,,1,,,Michael Johnson,DE,,,,,4550000,,CIN,,
,,,,,,,,,,,1,,,Clint Boling,OL,,,,,4550000,,CIN,,
,,,,,,,,,,,1,,,Joe Barksdale,OL,,,,,4500000,,LAC,,
,,,,,,,,,,,1,,,Akiem Hicks,DE,,,,,4500000,,CHI,,
,,,,,,,,,,,1,,,Brandon Carr,DB,,,,,4500000,,BAL,,
,,,,,,,,,,,1,,,Max Unger,C,,,,,4500000,,NOR,,
,,,,,,,,,,,1,,,Ben Jones,C,,,,,4500000,,TEN,,
,,,,,,,,,,,1,,,Ryan Kalil,C,,,,,4500000,,CAR,,
,,28,2,,,,13,13,,,1,,,Charles Clay,TE,0.9,12,2,,4500000,,BUF,,
,,29,1,,,,16,16,1,,1,,,Barry Church,DB,0.4,6,,,4500000,,JAX,,
,,,,,,,,,,,1,,,Brandon Mebane,DT,,,,,4500000,,LAC,,
,,,,,,,,,,,1,,,Jahleel Addae,S,,,,,4500000,,LAC,,
,,,,,,,,,,,1,,,Darian Stewart,DB,,,,,4500000,,DEN,,
,,,,,,,,,,,1,,,James Carpenter,OL,,,,,4450000,,NYJ,,
,,,,,,,,,,,1,,,La'el Collins,OT,,,,,4350000,,DAL,,
,,,,,,,,,,,1,,,Gabe Jackson,OG,,,,,4250000,,OAK,,
,,,,,,,,,,,1,,,Larry Warford,OG,,,,,4250000,,NOR,,
,,,,,,,,,,,1,,,Bobby Massie,T,,,,,4250000,,CHI,,
,,,,,,,,,,,1,,,A.J. Klein,ILB,,,,,4100000,,NOR,,
,,,,,,,,,,,1,,,Marcus Gilbert,OL,,,,,4050000,,PIT,,
,,,,,,,,,,,1,,,Tom Brady,QB,,,,,4000000,,NWE,,
,,,,,,,,,,,1,,,Allen Robinson,WR,,,,,4000000,,CHI,,
,,,,,,,,,,,1,,,Casey Hayward,DB,,,,,4000000,,LAC,,
,,,,,,,,,,,1,,,Nick Foles,QB,,,,,4000000,,PHI,,
,,,,,,,,,,,1,,,Jermey Parnell,T,,,,,4000000,,JAX,,
,,,,,,,,,,,1,,,Terrell Suggs,LB-DE,,,,,4000000,,BAL,,
,,,,,,,,,,,1,,,DaQuan Jones,DT,,,,,4000000,,TEN,,
,,,,,,,,,,,1,,,William Hayes,DE,,,,,4000000,,MIA,,
,,28,12,,,,13,16,,,1,,,Mark Ingram,RB,4.5,72,,12,4000000,,NOR,,
,,29,5,,,,10,15,,,1,,,Bilal Powell,RB,2,30,,5,4000000,,NYJ,,
,,,,,,,,,,,1,,,Marcus Cannon,OL,,,,,4000000,,NWE,,
,,,,,,,,,,,1,,,Avery Williamson,ILB,,,,,4000000,,NYJ,,
,1,24,7,,,,15,16,,,1,,,Brandin Cooks,WR,2.8,44,7,,4000000,,LAR,,
,,,,,,,,,,,1,,,Demar Dotson,T,,,,,3975000,,TAM,,
,,,,,,,,,,,1,,,Mike Remmers,T,,,,,3900000,,MIN,,
,,,,,,,,,,,1,,,Everson Griffen,DE,,,,,3900000,,MIN,,
,,27,4,,,,15,15,,,1,,,Jack Doyle,TE,1.6,24,4,,3900000,,IND,,
,,,,,,,,,,,1,,,Morris Claiborne,CB,,,,,3850000,,NYJ,,
,,31,1,,,,16,16,1,,1,,,Glover Quin,DB,0.4,6,,,3850000,,DET,,
,,27,4,,,,16,16,,,1,,,Adam Thielen,WR,1.5,24,4,,3850000,,MIN,,
,,,,,,,,,,,1,,,Vontaze Burfict,LB,,,,,3810000,,CIN,,
,,,,,,,,,,,1,,,Stacy McGee,DT,,,,,3750000,,WAS,,
,,33,3,,,,16,16,,,1,,,Vernon Davis,TE,1.1,18,3,,3750000,,WAS,,
,,,,,,,,,,,1,,,Micah Hyde,CB,,,,,3700000,,BUF,,
,,,,,,,,,,,1,,,Domata Peko,DT,,,,,3700000,,DEN,,
,,27,8,,,,11,16,,,1,,,Latavius Murray,RB,3,48,,8,3650000,,MIN,,
,,,,,,,,,,,1,,,Daniel Sorensen,S,,,,,3650000,,KAN,,
,,23,1,,,1,0,16,,,1,,,Dante Fowler,OLB,0.4,6,,,3638216,,2TM,,
,,25,9,,,,16,16,,,1,,,Jarvis Landry,WR,3.4,54,9,,3500000,,CLE,,
,,,,,,,,,,,1,,,Brent Grimes,DB,,,,,3500000,,TAM,,
,,,,,,,,,,,1,,,Thomas Davis,LB,,,,,3500000,,CAR,,
,,,,,,,,,,,1,,,Star Lotulelei,DT,,,,,3500000,,BUF,,
,,,,,,,,,,,1,,,Andy Levitre,G,,,,,3500000,,ATL,,
,,,,,,,,,,,1,,,Prince Amukamara,CB,,,,,3500000,,CHI,,
,,,,,,,,,,,1,,,Terrance Williams,WR,,,,,3500000,,DAL,,
,,,,,,,,,,,1,,,Malcolm Butler,CB,,,,,3500000,,TEN,,
,,,,,,,,,,,1,,,Andrew Sendejo,DB,,,,,3450000,,MIN,,
,,32,6,,,,15,15,,,1,,,Jordy Nelson,WR,2.4,36,6,,3400000,,OAK,,
,,27,1,,,,8,16,,,1,,,Dwayne Allen,TE,0.4,6,1,,3380000,,NWE,,
,,,,,,,,,,,1,,,Laurent Duvernay-Tardif,OT,,,,,3310000,,KAN,,
,,28,4,,,,4,15,,,1,,,Cole Beasley,WR,1.6,24,4,,3250000,,DAL,,
,,,,,,,,,,,1,,,Andre Hal,CB,,,,,3250000,,HOU,,
,,,,,,,,,,,1,,,Morgan Moses,OT,,,,,3250000,,WAS,,
,,,,,,,,,,,1,,,Shawn Williams,SS,,,,,3200000,,CIN,,
,,33,,40,37,,0,16,,,1,,,Stephen Gostkowski,K,9.8,156,,,3200000,,NWE,47,45
,,33,,19,15,,0,16,,,1,,,Mason Crosby,K,4.9,78,,,3150000,,GNB,35,33
,,,,,,,,,,,1,,,Steve McLendon,DT,,,,,3125000,,NYJ,,
,,,,,,,,,,,1,,,Tahir Whitehead,OLB,,,,,3100000,,OAK,,
,,26,4,,,,2,16,,,1,,,Giovani Bernard,RB,1.5,24,2,2,3100000,,CIN,,
,,26,2,,,1,14,14,1,,1,,,Telvin Smith,ILB,0.9,12,,,3000000,,JAX,,
,,,,,,,,,,,1,,,Tyson Alualu,DT,,,,,3000000,,PIT,,
,,,,,,,,,,,1,,,Denico Autry,DE,,,,,3000000,,IND,,
,,,,,,,,,,,1,,,Brooks Reed,DL,,,,,3000000,,ATL,,
,,,,,,,,,,,1,,,Vinny Curry,DE,,,,,3000000,,TAM,,
,,26,2,,,,2,16,,,1,,,Cordarrelle Patterson,WR,0.8,12,,2,3000000,,NWE,,
,,,,,,,,,,,1,,,Todd Davis,LB,,,,,3000000,,DEN,,
,,,,,,,,,,,1,,,Antoine Bethea,DB,,,,,3000000,,ARI,,
,,,,,,,,,,,1,,,Malcolm Smith,OLB,,,,,3000000,,SFO,,
,,,,,,,,,,,1,,,Weston Richburg,C,,,,,3000000,,SFO,,
,,26,1,,,,15,15,1,,1,,,Alec Ogletree,OLB,0.4,6,,,3000000,,NYG,,
,,,,,,,,,,,1,,,D.J. Swearinger,FS,,,,,3000000,,WAS,,
,,,,,,,,,,,1,,,Timmy Jernigan,DT,,,,,3000000,,PHI,,
,,,,,,,,,,,1,,,Ricky Wagner,OT,,,,,3000000,,DET,,
,,,,,,,,,,,1,,,Brett Kern,P,,,,,3000000,,TEN,,
,,,,,,,,,,,1,,,Donald Penn,T,,,,,3000000,,OAK,,
,,32,4,,,,10,15,,,1,,,Ted Ginn,WR,1.6,24,4,,3000000,,NOR,,
,,29,5,,,,7,9,,,1,,,Chris Hogan,WR,3.3,30,5,,3000000,,NWE,,
,,,,,,,,,,,1,,,Abry Jones,DT,,,,,3000000,,JAX,,
,,,,,,,,,,,1,,,Bryan Anger,P,,,,,3000000,,TAM,,
,,23,1,,,,15,15,,,1,,,Jared Goff,QB,0.4,6,,1,2989788,,LAR,,
,,,,,,,,,,,1,,,Leonard Williams,DT,,,,,2975572,,NYJ,,
,,23,2,,,,8,9,,,1,,,Corey Coleman,WR,1.3,12,2,,2955922,,NYG,,
,,28,,37,34,,0,16,,,1,,,Justin Tucker,K,8.8,141,,,2950000,,BAL,39,39
,,32,2,,,,8,15,,,1,,,Danny Amendola,WR,0.8,12,2,,2950000,,MIA,,
,,24,2,,,,5,16,2,,1,,,Justin Coleman,CB,0.8,12,,,2914000,,SEA,,
,,,,,,,,,,,1,,,Brett Jones,C,,,,,2914000,,MIN,,
,,,,,,,,,,,1,,,Ben Garland,DL,,,,,2914000,,ATL,,
,,,,,,,,,,,1,,,Matt Paradis,C,,,,,2914000,,DEN,,
,,,,,,,,,,,1,,,Quincy Enunwa,WR,,,,,2914000,,NYJ,,
,,25,4,,,,15,16,,,1,,,Tyrell Williams,WR,1.5,24,4,,2914000,,LAC,,
,,,,,,,,,,,1,,,Shaquil Barrett,OLB,,,,,2914000,,DEN,,
,,24,1,,,,3,16,,,1,,,Adam Humphries,WR,0.4,6,1,,2914000,,TAM,,
,,26,2,,,,0,16,,,1,,,Corey Grant,RB,0.8,12,,2,2914000,,JAX,,
,,,,,,,,,,,1,,,Ty Nsekhe,T,,,,,2914000,,WAS,,
,1,26,5,,,,1,15,,,1,,,Trey Burton,TE,2.1,32,5,,2800000,,CHI,,
,,,,,,,,,,,1,,,Colt McCoy,QB,,,,,2800000,,WAS,,
,,,,,,,,,,,1,,,Sam Koch,P,,,,,2750000,,BAL,,
,,26,1,,,,10,14,,,1,,,Kyle Juszczyk,FB,0.4,6,1,,2750000,,SFO,,
,,,,,,,,,,,1,,,Justin Britt,OT,,,,,2750000,,SEA,,
,,,,,,,,,,,1,,,Matt Schaub,QB,,,,,2750000,,ATL,,
,,,,,,,,,,,1,,,Darius Slay,CB,,,,,2726269,,DET,,
,,22,9,,,,10,10,,,1,,,Ezekiel Elliott,RB,5.4,54,2,7,2718758,,DAL,,
,,26,5,,,,5,16,,,1,,,Theo Riddick,RB,1.9,30,2,3,2700000,,DET,,
,,31,1,,,1,16,16,,,1,,,Wesley Woodyard,LB,0.4,6,,,2700000,,TEN,,
,,,,,,,,,,,1,,,Kevin White,WR,,,,,2693597,,CHI,,
,,,,,,,,,,,1,,,Ramon Foster,T,,,,,2675000,,PIT,,
,,,,,,,,,,,1,,,Trent Murphy,DE,,,,,2625000,,BUF,,
,,45,,34,29,,0,15,,,1,,,Adam Vinatieri,K,7.3,109,,,2625000,,IND,24,22
,,,,,,,,,,,1,,,Akeem Spence,DT,,,,,2575000,,MIA,,
,,,,,,,,,,,1,,,Jalen Ramsey,CB,,,,,2572818,,JAX,,
,,33,4,,,,11,16,,,1,,,Delanie Walker,TE,1.5,24,3,1,2570000,,TEN,,
,,,,,,,,,,,1,,,Britton Colquitt,P,,,,,2550000,,CLE,,
,,,,,,,,,,,1,,,Daniel Kilgore,OL,,,,,2525000,,MIA,,
,,26,1,,,,15,15,1,,1,,,Jordan Poyer,CB,0.4,6,,,2500000,,BUF,,
,,,,,,,,,,,1,,,Stefen Wisniewski,OL,,,,,2500000,,PHI,,
,,,,,,,,,,,1,,,Josh Kline,OL,,,,,2500000,,TEN,,
,,,,,,,,,,,1,,,Chris Long,DE,,,,,2500000,,PHI,,
,,31,7,,,,15,15,,,1,,,Marshawn Lynch,RB,2.8,42,,7,2500000,,OAK,,
,,26,1,,,,4,16,,,1,,,Taylor Gabriel,WR,0.4,6,1,,2500000,,CHI,,
,,26,2,,,,8,10,,,1,,,Allen Hurns,WR,1.2,12,2,,2500000,,DAL,,
,,,,,,,,,,,1,,,Chris Hubbard,G,,,,,2500000,,CLE,,
,,,,,,,,,,,1,,,Aaron Colvin,CB,,,,,2500000,,HOU,,
,,,,,,,,,,,1,,,Justin Ellis,DT,,,,,2500000,,OAK,,
,,42,,40,32,,0,16,,,1,,,Phil Dawson,K,7.4,119,,,2500000,,ARI,26,23
,,29,2,,,,14,16,,,1,,,Rhett Ellison,FB,0.8,12,2,,2475000,,NYG,,
,,,,,,,,,,,1,,,Lorenzo Alexander,LB,,,,,2450000,,BUF,,
